image_name,score
image_0771.jpg,5.49
image_0772.jpg,5.56
image_0773.jpg,5.2
image_0774.jpg,5.44
image_0775.jpg,5.53
image_0776.jpg,5.16
image_0777.png,4.99
image_0778.png,5.47
image_0779.png,5.25
image_0780.png,5.38
image_0781.jpg,5.33
image_0782.jpg,5.0
image_0783.jpg,5.22
image_0784.jpg,5.3
image_0785.jpg,5.44
image_0786.jpg,5.52
image_0787.jpg,5.47
image_0788.jpg,5.43
image_0789.jpg,5.37
image_0790.jpg,5.33
image_0791.jpg,5.06
image_0792.jpg,5.26
image_0793.jpg,5.46
image_0794.jpg,5.17
image_0795.jpg,5.36
image_0796.jpg,5.2
image_0797.jpg,5.51
image_0798.jpg,5.31
image_0799.jpg,5.33
image_0800.jpg,5.48
image_0801.jpg,4.97
image_0802.jpg,5.38
image_0803.jpg,5.41
image_0804.jpg,5.6
image_0805.jpg,5.23
image_0806.jpg,5.3
image_0807.jpg,5.19
image_0808.jpg,5.64
image_0809.jpg,5.35
image_0810.jpg,5.6
image_0811.jpg,5.4
image_0812.jpg,5.17
image_0813.jpg,5.34
image_0814.jpg,5.12
image_0815.jpg,4.92
image_0816.jpg,5.18
image_0817.jpg,5.24
image_0818.jpg,5.37
image_0819.jpg,5.41
image_0820.jpg,5.19
image_0821.jpg,5.38
image_0822.jpg,5.29
image_0823.jpg,5.4
image_0824.jpg,5.0
image_0825.jpg,5.58
image_0826.jpg,5.41
image_0827.jpg,5.54
image_0828.jpg,5.5
image_0829.jpg,5.17
image_0830.jpg,5.34
image_0831.jpg,5.29
image_0832.jpg,5.08
image_0833.jpg,5.26
image_0834.jpg,5.45
image_0835.jpg,5.22
image_0836.jpg,5.63
image_0837.jpg,5.15
image_0838.jpg,5.42
image_0839.jpg,5.38
image_0840.jpg,5.27
image_0841.jpg,5.34
image_0842.jpg,5.3
image_0843.jpg,5.37
image_0844.jpg,5.43
image_0845.jpg,5.2
image_0846.jpg,5.18
image_0847.jpg,5.28
image_0848.jpg,5.32
image_0849.jpg,5.34
image_0850.jpg,5.13
image_0851.jpg,5.3
image_0852.jpg,5.18
image_0853.jpg,4.88
image_0854.jpg,5.1
image_0855.jpg,5.38
image_0856.jpg,5.52
image_0857.jpg,5.41
image_0858.jpg,5.45
image_0859.jpg,5.37
image_0860.jpg,5.39
image_0861.jpg,5.18
image_0862.jpg,5.3
image_0863.jpg,5.52
image_0864.jpg,5.25
image_0865.jpg,5.35
image_0866.jpg,5.24
image_0867.jpg,5.05
image_0868.jpg,5.35
image_0869.jpg,5.43
image_0870.jpg,5.36
image_0871.jpg,5.24
image_0872.jpg,5.49
image_0873.jpg,5.34
image_0874.jpg,5.21
image_0875.jpg,5.54
image_0876.png,5.26
image_0877.png,5.3
image_0878.png,5.44
image_0879.png,5.31
image_0880.png,5.19
image_0881.png,5.29
image_0882.jpg,5.23
image_0883.jpg,5.13
image_0884.jpg,5.27
image_0885.jpg,5.36
image_0886.jpg,5.34
image_0887.jpg,5.23
image_0888.jpg,5.31
image_0889.jpg,5.37
image_0890.jpg,5.33
image_0891.jpg,5.18
image_0892.jpg,5.23
image_0893.jpg,5.28
image_0894.jpg,5.41
image_0895.jpg,5.41
image_0896.jpg,5.41
image_0897.jpg,5.45
image_0898.jpg,5.32
image_0899.jpg,5.02
image_0900.jpg,5.36
image_0901.jpg,5.28
image_0902.jpg,5.13
image_0903.jpg,5.29
image_0904.jpg,5.46
image_0905.jpg,5.29
image_0906.jpg,5.47
image_0907.jpg,5.23
image_0908.jpg,5.18
image_0909.jpg,5.2
image_0910.jpg,5.25
image_0911.jpg,5.16
image_0912.jpg,5.59
image_0913.jpg,5.38
image_0914.jpg,5.27
image_0915.jpg,5.31
image_0916.jpg,5.48
image_0917.jpg,5.0
image_0918.jpg,5.28
image_0919.jpg,5.23
image_0920.jpg,5.15
image_0921.jpg,5.28
image_0922.jpg,5.34
image_0923.jpg,5.39
image_0924.jpg,5.29
image_0925.jpg,5.37
image_0926.jpg,5.26
image_0927.jpg,5.32
image_0928.jpg,5.45
image_0929.jpg,5.35
image_0930.jpg,5.3
image_0931.jpg,5.31
image_0932.jpg,5.39
image_0933.jpg,5.3
image_0934.jpg,5.35
image_0935.jpg,5.08
image_0936.jpg,5.15
image_0937.jpg,5.2
image_0938.jpg,5.28
image_0939.jpg,5.58
image_0940.jpg,5.29
image_0941.jpg,5.51
image_0942.jpg,5.49
image_0943.jpg,5.51
image_0944.jpg,5.43
image_0945.jpg,5.22
image_0946.jpg,5.23
image_0947.jpg,5.55
image_0948.jpg,5.51
image_0949.jpg,5.45
image_0950.jpg,5.46
image_0951.jpg,5.29
image_0952.jpg,5.25
image_0953.jpg,5.4
image_0954.jpg,5.42
image_0955.jpg,5.55
image_0956.jpg,5.11
image_0957.jpg,5.39
image_0958.jpg,5.34
image_0959.jpg,5.12
image_0960.jpg,5.45
image_0961.jpg,5.3
image_0962.jpg,5.56
image_0963.jpg,5.35
image_0964.jpg,5.28
image_0965.jpg,5.16
image_0966.jpg,5.21
image_0967.jpg,5.19
image_0968.jpg,5.08
image_0969.jpg,5.45
image_0970.jpg,5.15
image_0971.jpg,5.32
image_0972.jpg,5.3
image_0973.jpg,5.4
image_0974.jpg,5.17
image_0975.jpg,5.28
image_0976.jpg,5.26
image_0977.jpg,5.24
image_0978.jpg,5.07
image_0979.jpg,5.12
image_0980.jpg,5.41
image_0981.jpg,5.46
image_0982.jpg,5.32
image_0983.jpg,5.32
image_0984.jpg,5.34
image_0985.jpg,5.45
image_0986.jpg,5.17
image_0987.jpg,5.43
image_0988.jpg,5.29
image_0989.jpg,5.33
image_0990.jpg,5.53
image_0991.jpg,5.19
image_0992.jpg,5.45
image_0993.jpg,5.51
image_0994.jpg,5.29
image_0995.jpg,5.18
image_0996.jpg,5.61
image_0997.jpg,5.32
image_0998.jpg,5.19
image_0999.jpg,5.51
image_1000.jpg,5.33
image_1001.jpg,5.59
image_1002.jpg,5.52
image_1003.jpg,5.37
image_1004.jpg,5.3
image_1005.jpg,5.07
image_1006.jpg,5.48
image_1007.jpg,5.03
image_1008.png,5.26
image_1009.png,5.27
image_1010.png,5.45
image_1011.jpg,5.54
image_1012.jpg,5.61
image_1013.jpg,5.24
image_1014.jpg,5.3
image_1015.jpg,5.18
image_1016.jpg,5.11
image_1017.jpg,5.42
image_1018.jpg,5.03
image_1019.jpg,5.37
image_1020.jpg,5.09
image_1021.jpg,5.25
image_1022.jpg,5.32
image_1023.jpg,5.0
image_1024.jpg,5.34
image_1025.jpg,5.27
image_1026.jpg,5.21
image_1027.jpg,5.21
image_1028.jpg,5.29
image_1029.jpg,5.06
image_1030.jpg,5.23
image_1031.jpg,5.34
image_1032.jpg,5.25
image_1033.jpg,5.16
image_1034.jpg,5.41
image_1035.jpg,5.38
image_1036.jpg,5.25
image_1037.jpg,5.18
image_1038.jpg,5.35
image_1039.jpg,5.38
image_1040.jpg,5.25
image_1041.jpg,5.48
image_1042.jpg,5.37
image_1043.jpg,5.44
image_1044.jpg,5.11
image_1045.jpg,5.43
image_1046.jpg,5.08
image_1047.jpg,5.26
image_1048.jpg,5.36
image_1049.jpg,5.39
image_1050.jpg,5.33
image_1051.jpg,5.31
image_1052.jpg,5.41
image_1053.jpg,5.08
image_1054.jpg,5.25
image_1055.jpg,5.24
image_1056.jpg,5.08
image_1057.jpg,5.28
image_1058.jpg,5.48
image_1059.jpg,5.21
image_1060.jpg,5.22
image_1061.jpg,5.51
image_1062.jpg,5.44
image_1063.jpg,5.34
image_1064.jpg,5.24
image_1065.jpg,5.34
image_1066.jpg,5.26
image_1067.jpg,5.33
image_1068.jpg,5.36
image_1069.jpg,5.39
image_1070.jpg,5.37
image_1071.jpg,5.43
image_1072.jpg,5.18
image_1073.jpg,5.25
image_1074.jpg,5.36
image_1075.jpg,5.29
image_1076.jpg,5.29
image_1077.jpg,5.37
image_1078.jpg,5.34
image_1079.jpg,5.35
image_1080.jpg,5.35
image_1081.jpg,5.27
image_1082.jpg,5.3
image_1083.jpg,5.34
